ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD02693;AD02693;Großschlachtereien;;"Portal Service GmbH & Co. KG";19.00;2445;;;;;;1;;;"Branche: Großschlachtereien, Datensätze: 12225";"Branche: Großschlachtereien, Datensätze: 12225";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02694;AD02694;"Grund- und Hauptschulen";;"Portal Service GmbH & Co. KG";19.00;3727;;;;;;1;;;"Branche: Grund- und Hauptschulen, Datensätze: 18635";"Branche: Grund- und Hauptschulen, Datensätze: 18635";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02695;AD02695;Grundbuchämter;;"Portal Service GmbH & Co. KG";19.00;5099;;;;;;1;;;"Branche: Grundbuchämter, Datensätze: 25495";"Branche: Grundbuchämter, Datensätze: 25495";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02696;AD02696;"Grundbuchämter Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;789;;;;;;1;;;"Branche: Grundbuchämter Baden-Württemberg, Datensätze: 3941";"Branche: Grundbuchämter Baden-Württemberg, Datensätze: 3941";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02697;AD02697;"Grundbuchämter Bayern";;"Portal Service GmbH & Co. KG";19.00;924;;;;;;1;;;"Branche: Grundbuchämter Bayern, Datensätze: 4617";"Branche: Grundbuchämter Bayern, Datensätze: 4617";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02698;AD02698;"Grundbuchämter Berlin";;"Portal Service GmbH & Co. KG";19.00;66;;;;;;1;;;"Branche: Grundbuchämter Berlin, Datensätze: 330";"Branche: Grundbuchämter Berlin, Datensätze: 330";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02699;AD02699;"Grundbuchämter Brandenburg";;"Portal Service GmbH & Co. KG";19.00;180;;;;;;1;;;"Branche: Grundbuchämter Brandenburg, Datensätze: 900";"Branche: Grundbuchämter Brandenburg, Datensätze: 900";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02700;AD02700;"Grundbuchämter Bremen";;"Portal Service GmbH & Co. KG";19.00;21;;;;;;1;;;"Branche: Grundbuchämter Bremen, Datensätze: 101";"Branche: Grundbuchämter Bremen, Datensätze: 101";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02701;AD02701;"Grundbuchämter Hamburg";;"Portal Service GmbH & Co. KG";19.00;98;;;;;;1;;;"Branche: Grundbuchämter Hamburg, Datensätze: 489";"Branche: Grundbuchämter Hamburg, Datensätze: 489";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02702;AD02702;"Grundbuchämter Hessen";;"Portal Service GmbH & Co. KG";19.00;399;;;;;;1;;;"Branche: Grundbuchämter Hessen, Datensätze: 1993";"Branche: Grundbuchämter Hessen, Datensätze: 1993";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02703;AD02703;"Grundbuchämter Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;158;;;;;;1;;;"Branche: Grundbuchämter Mecklenburg-Vorpommern, Datensätze: 790";"Branche: Grundbuchämter Mecklenburg-Vorpommern, Datensätze: 790";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02704;AD02704;"Grundbuchämter Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;441;;;;;;1;;;"Branche: Grundbuchämter Niedersachsen, Datensätze: 2201";"Branche: Grundbuchämter Niedersachsen, Datensätze: 2201";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02705;AD02705;"Grundbuchämter Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;811;;;;;;1;;;"Branche: Grundbuchämter Nordrhein-Westfalen, Datensätze: 4054";"Branche: Grundbuchämter Nordrhein-Westfalen, Datensätze: 4054";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02706;AD02706;"Grundbuchämter Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;267;;;;;;1;;;"Branche: Grundbuchämter Rheinland-Pfalz, Datensätze: 1331";"Branche: Grundbuchämter Rheinland-Pfalz, Datensätze: 1331";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02707;AD02707;"Grundbuchämter Saarland";;"Portal Service GmbH & Co. KG";19.00;41;;;;;;1;;;"Branche: Grundbuchämter Saarland, Datensätze: 202";"Branche: Grundbuchämter Saarland, Datensätze: 202";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02708;AD02708;"Grundbuchämter Sachsen";;"Portal Service GmbH & Co. KG";19.00;288;;;;;;1;;;"Branche: Grundbuchämter Sachsen, Datensätze: 1438";"Branche: Grundbuchämter Sachsen, Datensätze: 1438";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02709;AD02709;"Grundbuchämter Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;159;;;;;;1;;;"Branche: Grundbuchämter Sachsen-Anhalt, Datensätze: 791";"Branche: Grundbuchämter Sachsen-Anhalt, Datensätze: 791";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02710;AD02710;"Grundbuchämter Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;253;;;;;;1;;;"Branche: Grundbuchämter Schleswig-Holstein, Datensätze: 1262";"Branche: Grundbuchämter Schleswig-Holstein, Datensätze: 1262";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02711;AD02711;"Grundbuchämter Thüringen";;"Portal Service GmbH & Co. KG";19.00;207;;;;;;1;;;"Branche: Grundbuchämter Thüringen, Datensätze: 1034";"Branche: Grundbuchämter Thüringen, Datensätze: 1034";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02712;AD02712;Grundschulen;;"Portal Service GmbH & Co. KG";19.00;1308;;;;;;1;;;"Branche: Grundschulen, Datensätze: 6537";"Branche: Grundschulen, Datensätze: 6537";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02713;AD02713;"Grundstücks- und Hypotheken-Sachverständige";;"Portal Service GmbH & Co. KG";19.00;476;;;;;;1;;;"Branche: Grundstücks- und Hypotheken-Sachverständige, Datensätze: 2379";"Branche: Grundstücks- und Hypotheken-Sachverständige, Datensätze: 2379";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02714;AD02714;"Grundstücks-, Haus- und Vermögensverwaltungen";;"Portal Service GmbH & Co. KG";19.00;4169;;;;;;1;;;"Branche: Grundstücks-, Haus- und Vermögensverwaltungen, Datensätze: 20844";"Branche: Grundstücks-, Haus- und Vermögensverwaltungen, Datensätze: 20844";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02715;AD02715;Grundstücksmakler;;"Portal Service GmbH & Co. KG";19.00;476;;;;;;1;;;"Branche: Grundstücksmakler, Datensätze: 2379";"Branche: Grundstücksmakler, Datensätze: 2379";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02716;AD02716;Gymnasien;;"Portal Service GmbH & Co. KG";19.00;1377;;;;;;1;;;"Branche: Gymnasien, Datensätze: 6881";"Branche: Gymnasien, Datensätze: 6881";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02717;AD02717;Gymnastik-Vereine;;"Portal Service GmbH & Co. KG";19.00;2157;;;;;;1;;;"Branche: Gymnastik-Vereine, Datensätze: 10781";"Branche: Gymnastik-Vereine, Datensätze: 10781";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02718;AD02718;Gymnastikschulen;;"Portal Service GmbH & Co. KG";19.00;727;;;;;;1;;;"Branche: Gymnastikschulen, Datensätze: 3632";"Branche: Gymnastikschulen, Datensätze: 3632";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02719;AD02719;"Gynäkologen (Frauenärzte)";;"Portal Service GmbH & Co. KG";19.00;10779;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte), Datensätze: 53894";"Branche: Gynäkologen (Frauenärzte), Datensätze: 53894";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02720;AD02720;"Gynäkologen (Frauenärzte) Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;1592;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Baden-Württemberg, Datensätze: 7959";"Branche: Gynäkologen (Frauenärzte) Baden-Württemberg, Datensätze: 7959";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02721;AD02721;"Gynäkologen (Frauenärzte) Bayern";;"Portal Service GmbH & Co. KG";19.00;1845;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Bayern, Datensätze: 9225";"Branche: Gynäkologen (Frauenärzte) Bayern, Datensätze: 9225";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02722;AD02722;"Gynäkologen (Frauenärzte) Berlin";;"Portal Service GmbH & Co. KG";19.00;489;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Berlin, Datensätze: 2444";"Branche: Gynäkologen (Frauenärzte) Berlin, Datensätze: 2444";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02723;AD02723;"Gynäkologen (Frauenärzte) Brandenburg";;"Portal Service GmbH & Co. KG";19.00;243;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Brandenburg, Datensätze: 1215";"Branche: Gynäkologen (Frauenärzte) Brandenburg, Datensätze: 1215";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02724;AD02724;"Gynäkologen (Frauenärzte) Bremen";;"Portal Service GmbH & Co. KG";19.00;102;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Bremen, Datensätze: 508";"Branche: Gynäkologen (Frauenärzte) Bremen, Datensätze: 508";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02725;AD02725;"Gynäkologen (Frauenärzte) Hamburg";;"Portal Service GmbH & Co. KG";19.00;252;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Hamburg, Datensätze: 1257";"Branche: Gynäkologen (Frauenärzte) Hamburg, Datensätze: 1257";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02726;AD02726;"Gynäkologen (Frauenärzte) Hessen";;"Portal Service GmbH & Co. KG";19.00;872;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Hessen, Datensätze: 4357";"Branche: Gynäkologen (Frauenärzte) Hessen, Datensätze: 4357";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02727;AD02727;"Gynäkologen (Frauenärzte) Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;157;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Mecklenburg-Vorpommern, Datensätze: 782";"Branche: Gynäkologen (Frauenärzte) Mecklenburg-Vorpommern, Datensätze: 782";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02728;AD02728;"Gynäkologen (Frauenärzte) Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;946;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Niedersachsen, Datensätze: 4729";"Branche: Gynäkologen (Frauenärzte) Niedersachsen, Datensätze: 4729";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02729;AD02729;"Gynäkologen (Frauenärzte) Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;2313;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Nordrhein-Westfalen, Datensätze: 11561";"Branche: Gynäkologen (Frauenärzte) Nordrhein-Westfalen, Datensätze: 11561";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02730;AD02730;"Gynäkologen (Frauenärzte) Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;572;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Rheinland-Pfalz, Datensätze: 2858";"Branche: Gynäkologen (Frauenärzte) Rheinland-Pfalz, Datensätze: 2858";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02731;AD02731;"Gynäkologen (Frauenärzte) Saarland";;"Portal Service GmbH & Co. KG";19.00;164;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Saarland, Datensätze: 816";"Branche: Gynäkologen (Frauenärzte) Saarland, Datensätze: 816";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02732;AD02732;"Gynäkologen (Frauenärzte) Sachsen";;"Portal Service GmbH & Co. KG";19.00;445;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Sachsen, Datensätze: 2225";"Branche: Gynäkologen (Frauenärzte) Sachsen, Datensätze: 2225";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02733;AD02733;"Gynäkologen (Frauenärzte) Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;215;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Sachsen-Anhalt, Datensätze: 1072";"Branche: Gynäkologen (Frauenärzte) Sachsen-Anhalt, Datensätze: 1072";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02734;AD02734;"Gynäkologen (Frauenärzte) Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;322;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Schleswig-Holstein, Datensätze: 1610";"Branche: Gynäkologen (Frauenärzte) Schleswig-Holstein, Datensätze: 1610";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02735;AD02735;"Gynäkologen (Frauenärzte) Thüringen";;"Portal Service GmbH & Co. KG";19.00;250;;;;;;1;;;"Branche: Gynäkologen (Frauenärzte) Thüringen, Datensätze: 1246";"Branche: Gynäkologen (Frauenärzte) Thüringen, Datensätze: 1246";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|13;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02736;AD02736;Härtereien;;"Portal Service GmbH & Co. KG";19.00;319;;;;;;1;;;"Branche: Härtereien, Datensätze: 1591";"Branche: Härtereien, Datensätze: 1591";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02737;AD02737;"Höhere Schulen";;"Portal Service GmbH & Co. KG";19.00;449;;;;;;1;;;"Branche: Höhere Schulen, Datensätze: 2243";"Branche: Höhere Schulen, Datensätze: 2243";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02738;AD02738;Hörgeräte-Akustiker;;"Portal Service GmbH & Co. KG";19.00;479;;;;;;1;;;"Branche: Hörgeräte-Akustiker, Datensätze: 2395";"Branche: Hörgeräte-Akustiker, Datensätze: 2395";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02739;AD02739;Haarentfernung;;"Portal Service GmbH & Co. KG";19.00;6587;;;;;;1;;;"Branche: Haarentfernung, Datensätze: 32933";"Branche: Haarentfernung, Datensätze: 32933";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02740;AD02740;"Haarentfernung Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;995;;;;;;1;;;"Branche: Haarentfernung Baden-Württemberg, Datensätze: 4973";"Branche: Haarentfernung Baden-Württemberg, Datensätze: 4973";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02741;AD02741;"Haarentfernung Bayern";;"Portal Service GmbH & Co. KG";19.00;1089;;;;;;1;;;"Branche: Haarentfernung Bayern, Datensätze: 5443";"Branche: Haarentfernung Bayern, Datensätze: 5443";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02742;AD02742;"Haarentfernung Berlin";;"Portal Service GmbH & Co. KG";19.00;140;;;;;;1;;;"Branche: Haarentfernung Berlin, Datensätze: 698";"Branche: Haarentfernung Berlin, Datensätze: 698";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02743;AD02743;"Haarentfernung Brandenburg";;"Portal Service GmbH & Co. KG";19.00;196;;;;;;1;;;"Branche: Haarentfernung Brandenburg, Datensätze: 980";"Branche: Haarentfernung Brandenburg, Datensätze: 980";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02744;AD02744;"Haarentfernung Bremen";;"Portal Service GmbH & Co. KG";19.00;42;;;;;;1;;;"Branche: Haarentfernung Bremen, Datensätze: 208";"Branche: Haarentfernung Bremen, Datensätze: 208";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02745;AD02745;"Haarentfernung Hamburg";;"Portal Service GmbH & Co. KG";19.00;91;;;;;;1;;;"Branche: Haarentfernung Hamburg, Datensätze: 452";"Branche: Haarentfernung Hamburg, Datensätze: 452";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02746;AD02746;"Haarentfernung Hessen";;"Portal Service GmbH & Co. KG";19.00;577;;;;;;1;;;"Branche: Haarentfernung Hessen, Datensätze: 2881";"Branche: Haarentfernung Hessen, Datensätze: 2881";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02747;AD02747;"Haarentfernung Mecklenburg-Vorpommern";;"Portal Service GmbH & Co. KG";19.00;126;;;;;;1;;;"Branche: Haarentfernung Mecklenburg-Vorpommern, Datensätze: 628";"Branche: Haarentfernung Mecklenburg-Vorpommern, Datensätze: 628";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02748;AD02748;"Haarentfernung Niedersachsen";;"Portal Service GmbH & Co. KG";19.00;621;;;;;;1;;;"Branche: Haarentfernung Niedersachsen, Datensätze: 3102";"Branche: Haarentfernung Niedersachsen, Datensätze: 3102";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02749;AD02749;"Haarentfernung Nordrhein-Westfalen";;"Portal Service GmbH & Co. KG";19.00;1265;;;;;;1;;;"Branche: Haarentfernung Nordrhein-Westfalen, Datensätze: 6324";"Branche: Haarentfernung Nordrhein-Westfalen, Datensätze: 6324";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02750;AD02750;"Haarentfernung Rheinland-Pfalz";;"Portal Service GmbH & Co. KG";19.00;402;;;;;;1;;;"Branche: Haarentfernung Rheinland-Pfalz, Datensätze: 2009";"Branche: Haarentfernung Rheinland-Pfalz, Datensätze: 2009";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02751;AD02751;"Haarentfernung Saarland";;"Portal Service GmbH & Co. KG";19.00;106;;;;;;1;;;"Branche: Haarentfernung Saarland, Datensätze: 530";"Branche: Haarentfernung Saarland, Datensätze: 530";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02752;AD02752;"Haarentfernung Sachsen";;"Portal Service GmbH & Co. KG";19.00;359;;;;;;1;;;"Branche: Haarentfernung Sachsen, Datensätze: 1794";"Branche: Haarentfernung Sachsen, Datensätze: 1794";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02753;AD02753;"Haarentfernung Sachsen-Anhalt";;"Portal Service GmbH & Co. KG";19.00;172;;;;;;1;;;"Branche: Haarentfernung Sachsen-Anhalt, Datensätze: 856";"Branche: Haarentfernung Sachsen-Anhalt, Datensätze: 856";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02754;AD02754;"Haarentfernung Schleswig-Holstein";;"Portal Service GmbH & Co. KG";19.00;202;;;;;;1;;;"Branche: Haarentfernung Schleswig-Holstein, Datensätze: 1010";"Branche: Haarentfernung Schleswig-Holstein, Datensätze: 1010";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02755;AD02755;"Haarentfernung Thüringen";;"Portal Service GmbH & Co. KG";19.00;205;;;;;;1;;;"Branche: Haarentfernung Thüringen, Datensätze: 1024";"Branche: Haarentfernung Thüringen, Datensätze: 1024";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02756;AD02756;"Hafner und Ofensetzer";;"Portal Service GmbH & Co. KG";19.00;356;;;;;;1;;;"Branche: Hafner und Ofensetzer, Datensätze: 1777";"Branche: Hafner und Ofensetzer, Datensätze: 1777";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02757;AD02757;Hallenbäder;;"Portal Service GmbH & Co. KG";19.00;2089;;;;;;1;;;"Branche: Hallenbäder, Datensätze: 10442";"Branche: Hallenbäder, Datensätze: 10442";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02758;AD02758;"Hals-, Nasen-, Ohrenärzte";;"Portal Service GmbH & Co. KG";19.00;10779;;;;;;1;;;"Branche: Hals-, Nasen-, Ohrenärzte, Datensätze: 53894";"Branche: Hals-, Nasen-, Ohrenärzte, Datensätze: 53894";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02759;AD02759;"Hals-, Nasen-, Ohrenärzte Baden-Württemberg";;"Portal Service GmbH & Co. KG";19.00;1592;;;;;;1;;;"Branche: Hals-, Nasen-, Ohrenärzte Baden-Württemberg, Datensätze: 7959";"Branche: Hals-, Nasen-, Ohrenärzte Baden-Württemberg, Datensätze: 7959";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
AD02760;AD02760;"Hals-, Nasen-, Ohrenärzte Bayern";;"Portal Service GmbH & Co. KG";19.00;1845;;;;;;1;;;"Branche: Hals-, Nasen-, Ohrenärzte Bayern, Datensätze: 9225";"Branche: Hals-, Nasen-, Ohrenärzte Bayern, Datensätze: 9225";;;;;;;;;;;;;;;;;;;;;;;;;;;;6|14;;;;http://www.addressscout24.de/media/image/9d/1a/8c/addressbox01_large.png;;;;;;
