ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;variantId_2;articleId_2;name_2;keywords_2;metaTitle_2;description_2;descriptionLong_2;additionalText_2;packUnit_2;attr1_2;attr2_2;attr3_2;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD00904;AD00904;"Kinderbekleidung Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;255;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00905;AD00905;Kindergärten;;"MaxxDiscount GmbH & Co. KG";19.00;2258;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00906;AD00906;"Kindergärten, -Horte und -Tage";;"MaxxDiscount GmbH & Co. KG";19.00;3727;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00907;AD00907;Kindergarten-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00908;AD00908;Kinderpsychotherapeuten;;"MaxxDiscount GmbH & Co. KG";19.00;10779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00909;AD00909;Kinderschutzbund;;"MaxxDiscount GmbH & Co. KG";19.00;1029;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00910;AD00910;Kindertagesstätten;;"MaxxDiscount GmbH & Co. KG";19.00;1550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00911;AD00911;"Kinderwagen Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00912;AD00912;Kinos;;"MaxxDiscount GmbH & Co. KG";19.00;231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00913;AD00913;Kioske;;"MaxxDiscount GmbH & Co. KG";19.00;1450;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00914;AD00914;"Kirchen und religiöse Vereinig";;"MaxxDiscount GmbH & Co. KG";19.00;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00915;AD00915;Kirchenchöre;;"MaxxDiscount GmbH & Co. KG";19.00;401;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00916;AD00916;Kirchengemeinden;;"MaxxDiscount GmbH & Co. KG";19.00;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00917;AD00917;"Kirchliche Ämter, sonstige";;"MaxxDiscount GmbH & Co. KG";19.00;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00918;AD00918;"Kirchliche Verbände";;"MaxxDiscount GmbH & Co. KG";19.00;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00919;AD00919;"Kirchliche- und Religiöse Vere";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00920;AD00920;Kläranlagen;;"MaxxDiscount GmbH & Co. KG";19.00;201;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00921;AD00921;"Klöster, Stifte und Abteien";;"MaxxDiscount GmbH & Co. KG";19.00;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00922;AD00922;"Klöster, Stifte und Abteien fü";;"MaxxDiscount GmbH & Co. KG";19.00;2859;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00923;AD00923;Klavierbauer;;"MaxxDiscount GmbH & Co. KG";19.00;605;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00924;AD00924;Kleingartenbau-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00925;AD00925;Kleintierzucht-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00926;AD00926;"Klempnereien und Installations";;"MaxxDiscount GmbH & Co. KG";19.00;17324;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00927;AD00927;Klimaanlagenbauunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;8846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00928;AD00928;Klimaanlageninstallateure;;"MaxxDiscount GmbH & Co. KG";19.00;8506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00929;AD00929;Kneipp-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00930;AD00930;Kommunikationsagenturen;;"MaxxDiscount GmbH & Co. KG";19.00;3419;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00931;AD00931;"Kompressoren Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;900;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00932;AD00932;Konditoreien;;"MaxxDiscount GmbH & Co. KG";19.00;911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00933;AD00933;Konstruktionsbüros;;"MaxxDiscount GmbH & Co. KG";19.00;6266;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00934;AD00934;"Konzert-, Künstler- und Theate";;"MaxxDiscount GmbH & Co. KG";19.00;4994;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00935;AD00935;Korbwarenflechtereien;;"MaxxDiscount GmbH & Co. KG";19.00;78;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00936;AD00936;Kornbrennereien;;"MaxxDiscount GmbH & Co. KG";19.00;199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00937;AD00937;"Kosmetik und Körperpflege Dien";;"MaxxDiscount GmbH & Co. KG";19.00;6587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00938;AD00938;"Kosmetik und Körperpflege Einz";;"MaxxDiscount GmbH & Co. KG";19.00;1181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00939;AD00939;"Kosmetik und Körperpflege Groß";;"MaxxDiscount GmbH & Co. KG";19.00;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00940;AD00940;"Kosmetik und Körperpflege Groß";;"MaxxDiscount GmbH & Co. KG";19.00;6728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00941;AD00941;"Kosmetik und Körperpflege Vert";;"MaxxDiscount GmbH & Co. KG";19.00;142;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00942;AD00942;Kosmetiksalons;;"MaxxDiscount GmbH & Co. KG";19.00;6587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00943;AD00943;Kraftfahrwesen-Sachverständige;;"MaxxDiscount GmbH & Co. KG";19.00;2393;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00944;AD00944;Kraftfahrzeuge-Exporteure;;"MaxxDiscount GmbH & Co. KG";19.00;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00945;AD00945;"Kraftsport- und Kampfsport-Ver";;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00946;AD00946;"Kranken- und Pflegedienste";;"MaxxDiscount GmbH & Co. KG";19.00;2756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00947;AD00947;"Kranken-, Alten- und Behindert";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00948;AD00948;Krankengymnasten;;"MaxxDiscount GmbH & Co. KG";19.00;6298;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00949;AD00949;Krankenhäuser;;"MaxxDiscount GmbH & Co. KG";19.00;1078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00950;AD00950;Krankenkassen;;"MaxxDiscount GmbH & Co. KG";19.00;481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00951;AD00951;"Krankenkassen und Krankenkasse";;"MaxxDiscount GmbH & Co. KG";19.00;481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00952;AD00952;Krankenkassen-Geschäftsstellen;;"MaxxDiscount GmbH & Co. KG";19.00;481;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00953;AD00953;"Krankenpflege- und Sozialstati";;"MaxxDiscount GmbH & Co. KG";19.00;2756;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00954;AD00954;Krankenpflege-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00955;AD00955;Krankenversicherungen;;"MaxxDiscount GmbH & Co. KG";19.00;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00956;AD00956;Krankenversicherungsagenturen;;"MaxxDiscount GmbH & Co. KG";19.00;80;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00957;AD00957;Kranvermietungen;;"MaxxDiscount GmbH & Co. KG";19.00;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00958;AD00958;Kreishandwerkerschaften;;"MaxxDiscount GmbH & Co. KG";19.00;433;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00959;AD00959;Kreiskrankenhäuser;;"MaxxDiscount GmbH & Co. KG";19.00;1078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00960;AD00960;"Kreisverwaltungen und Landrats";;"MaxxDiscount GmbH & Co. KG";19.00;1534;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00961;AD00961;"Krieger-, Soldaten- und Marine";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00962;AD00962;Kriegsbeschädigten-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00963;AD00963;Kriegsgegner-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00964;AD00964;Kriegsopferverbände;;"MaxxDiscount GmbH & Co. KG";19.00;261;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00965;AD00965;"Kugellager Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00966;AD00966;"Kultur, Unterhaltung und Öffen";;"MaxxDiscount GmbH & Co. KG";19.00;17945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00967;AD00967;Kultur-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00968;AD00968;"Kulturelle Einrichtungen";;"MaxxDiscount GmbH & Co. KG";19.00;17945;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00969;AD00969;Kunst-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00970;AD00970;Kunstgalerien;;"MaxxDiscount GmbH & Co. KG";19.00;1129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00971;AD00971;"Kunstgalerien und Museen";;"MaxxDiscount GmbH & Co. KG";19.00;1129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00972;AD00972;"Kunstgegenstände Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00973;AD00973;"Kunstgewerbe Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00974;AD00974;"Kunstgewerbe Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;1889;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00975;AD00975;"Kunstgewerbliche Werkstätten";;"MaxxDiscount GmbH & Co. KG";19.00;27798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00976;AD00976;Kunstmaler;;"MaxxDiscount GmbH & Co. KG";19.00;1039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00977;AD00977;"Kunstmaler und Bildhauer";;"MaxxDiscount GmbH & Co. KG";19.00;1039;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00978;AD00978;Kunstschlossereien;;"MaxxDiscount GmbH & Co. KG";19.00;1503;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00979;AD00979;Kunstschmieden;;"MaxxDiscount GmbH & Co. KG";19.00;467;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00980;AD00980;Kunstschulen;;"MaxxDiscount GmbH & Co. KG";19.00;13056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00981;AD00981;"Kunststoff und Gummi Herstelle";;"MaxxDiscount GmbH & Co. KG";19.00;2422;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00982;AD00982;"Kunststoff und Gummi Vertrieb";;"MaxxDiscount GmbH & Co. KG";19.00;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00983;AD00983;"Kunststoff und Kunststoffwaren";;"MaxxDiscount GmbH & Co. KG";19.00;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00984;AD00984;Kunststoff-Fensterbauunternehm;;"MaxxDiscount GmbH & Co. KG";19.00;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00985;AD00985;Kunststoff-Recyclingunternehme;;"MaxxDiscount GmbH & Co. KG";19.00;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00986;AD00986;"Kunststoffbe- und -verarbeitun";;"MaxxDiscount GmbH & Co. KG";19.00;1132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00987;AD00987;Kunststoffbodenleger;;"MaxxDiscount GmbH & Co. KG";19.00;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00988;AD00988;Kunststoffspritzgießereien;;"MaxxDiscount GmbH & Co. KG";19.00;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00989;AD00989;"Kunststoffwaren Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00990;AD00990;"Kunststoffwaren Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;372;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00991;AD00991;Kunsttherapeuten;;"MaxxDiscount GmbH & Co. KG";19.00;2871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00992;AD00992;Kunstverlage;;"MaxxDiscount GmbH & Co. KG";19.00;2332;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00993;AD00993;Kurierserviceunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00994;AD00994;Kurkliniken;;"MaxxDiscount GmbH & Co. KG";19.00;1078;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00995;AD00995;"Lüftungsanlagen Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;148;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00996;AD00996;Lüftungsanlagenbauunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;8846;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00997;AD00997;Laborärzte;;"MaxxDiscount GmbH & Co. KG";19.00;10779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00998;AD00998;Laboratorien;;"MaxxDiscount GmbH & Co. KG";19.00;109280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00999;AD00999;"Laborbedarf Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;479;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01000;AD01000;"Lacke Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;408;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01001;AD01001;"Lacke Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;272;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01002;AD01002;Lackierer;;"MaxxDiscount GmbH & Co. KG";19.00;6365;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01003;AD01003;"Laden-, Messe- und Schaufenste";;"MaxxDiscount GmbH & Co. KG";19.00;6021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01004;AD01004;Ladenbauunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01005;AD01005;"Lagerhäuser Dienstleistung";;"MaxxDiscount GmbH & Co. KG";19.00;427;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01006;AD01006;"Landesprodukte Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01007;AD01007;"Landesverbände, allgemein";;"MaxxDiscount GmbH & Co. KG";19.00;15894;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01008;AD01008;"Landgasthäuser und Landgasthöf";;"MaxxDiscount GmbH & Co. KG";19.00;1731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01009;AD01009;"Landgeräte Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01010;AD01010;Landgerichte;;"MaxxDiscount GmbH & Co. KG";19.00;215;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01011;AD01011;"Landmaschinen Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01012;AD01012;"Landmaschinen und Geräte Einze";;"MaxxDiscount GmbH & Co. KG";19.00;15211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01013;AD01013;Landmaschinen-Reparaturwerkstä;;"MaxxDiscount GmbH & Co. KG";19.00;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01014;AD01014;Landschaftsarchitekten;;"MaxxDiscount GmbH & Co. KG";19.00;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01015;AD01015;Landschaftsbauunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;4675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01016;AD01016;Landsmannschaften;;"MaxxDiscount GmbH & Co. KG";19.00;791;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01017;AD01017;"Landsmannschaften und Vertrieb";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01018;AD01018;Landwirte;;"MaxxDiscount GmbH & Co. KG";19.00;3612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01019;AD01019;Landwirtschaft;;"MaxxDiscount GmbH & Co. KG";19.00;6802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01020;AD01020;"Landwirtschaftliche Betriebe";;"MaxxDiscount GmbH & Co. KG";19.00;3612;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01021;AD01021;"Landwirtschaftliche Bezugs- un";;"MaxxDiscount GmbH & Co. KG";19.00;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01022;AD01022;"Landwirtschaftliche Genossensc";;"MaxxDiscount GmbH & Co. KG";19.00;213;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01023;AD01023;"Landwirtschaftliche Lagerhäuse";;"MaxxDiscount GmbH & Co. KG";19.00;263;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01024;AD01024;"Landwirtschaftliche Lohnbetrie";;"MaxxDiscount GmbH & Co. KG";19.00;6802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD01025;AD01025;"Landwirtschaftliche Produkte E";;"MaxxDiscount GmbH & Co. KG";19.00;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
