ordernumber;mainnumber;name;additionalText;supplier;tax;price_EK;pseudoprice_EK;baseprice_EK;price_H;pseudoprice_H;baseprice_H;active;instock;stockmin;description;description_long;shippingtime;added;changed;releasedate;shippingfree;topseller;keywords;minpurchase;purchasesteps;maxpurchase;purchaseunit;referenceunit;packunit;unitID;pricegroupID;pricegroupActive;laststock;suppliernumber;weight;width;height;length;ean;similar;configuratorsetID;configuratortype;configuratorOptions;categories;propertyGroupName;propertyValueName;accessory;variantId_2;articleId_2;name_2;keywords_2;metaTitle_2;description_2;descriptionLong_2;additionalText_2;packUnit_2;attr1_2;attr2_2;attr3_2;imageUrl;main;attr1;attr2;attr3;purchasePrice;metatitle
AD00485;AD00485;Familienberatungsstellen;;"MaxxDiscount GmbH & Co. KG";19.00;445;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00486;AD00486;Fanclubs;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00487;AD00487;"Farben und Lacke Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00488;AD00488;"Fasnachtszünfte und Karnevals-";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00489;AD00489;"Fasson- und Normdrehteile Hers";;"MaxxDiscount GmbH & Co. KG";19.00;803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00490;AD00490;Fast-Food-Restaurants;;"MaxxDiscount GmbH & Co. KG";19.00;61;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00491;AD00491;"FDP Orts- und Kreisverbände";;"MaxxDiscount GmbH & Co. KG";19.00;674;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00492;AD00492;"Feinkost Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;786;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00493;AD00493;"Feinkost Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;52;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00494;AD00494;"Feinmechanik und Optik Einzelh";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00495;AD00495;"Feinmechanik und Optik Herstel";;"MaxxDiscount GmbH & Co. KG";19.00;4651;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00496;AD00496;"Feinmechanik und Optik Vertrie";;"MaxxDiscount GmbH & Co. KG";19.00;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00497;AD00497;"Feinmechanik, Optik und Medizi";;"MaxxDiscount GmbH & Co. KG";19.00;6728;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00498;AD00498;"Feinmechanische und mechanisch";;"MaxxDiscount GmbH & Co. KG";19.00;6128;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00499;AD00499;"Fenster Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2391;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00500;AD00500;"Fenster Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;45;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00501;AD00501;"Fenster- und Türenbauunternehm";;"MaxxDiscount GmbH & Co. KG";19.00;6646;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00502;AD00502;Ferienbauernhöfe;;"MaxxDiscount GmbH & Co. KG";19.00;3187;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00503;AD00503;"Ferienwohnungsvermietung- und ";;"MaxxDiscount GmbH & Co. KG";19.00;9989;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00504;AD00504;Fernsehfilmproduzenten;;"MaxxDiscount GmbH & Co. KG";19.00;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00505;AD00505;"Fertighäuser Vertrieb";;"MaxxDiscount GmbH & Co. KG";19.00;27798;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00506;AD00506;"Feuerverhütungs- und Feuerbekä";;"MaxxDiscount GmbH & Co. KG";19.00;84;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00507;AD00507;Feuerwehr-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00508;AD00508;Feuerwehren;;"MaxxDiscount GmbH & Co. KG";19.00;1154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00509;AD00509;"Film, Funk und Fernsehen";;"MaxxDiscount GmbH & Co. KG";19.00;1080;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00510;AD00510;"Film-, Foto- und Videovereine";;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00511;AD00511;"Filmproduktionsunternehmen und";;"MaxxDiscount GmbH & Co. KG";19.00;77;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00512;AD00512;"Filter Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;4550;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00513;AD00513;"Filzwaren Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00514;AD00514;"Finanz- und Anlageberater";;"MaxxDiscount GmbH & Co. KG";19.00;6072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00515;AD00515;"Finanz- und Anlagenberatungsge";;"MaxxDiscount GmbH & Co. KG";19.00;6072;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00516;AD00516;Finanzierungsberater;;"MaxxDiscount GmbH & Co. KG";19.00;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00517;AD00517;Finanzierungsgesellschaften;;"MaxxDiscount GmbH & Co. KG";19.00;234;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00518;AD00518;Fingernagelstudios;;"MaxxDiscount GmbH & Co. KG";19.00;6587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00519;AD00519;"Fische und Fischwaren Einzelha";;"MaxxDiscount GmbH & Co. KG";19.00;82;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00520;AD00520;"Fischereibedarf Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00521;AD00521;Fischfangbetriebe;;"MaxxDiscount GmbH & Co. KG";19.00;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00522;AD00522;Fischräuchereien;;"MaxxDiscount GmbH & Co. KG";19.00;41;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00523;AD00523;Fischzüchtereien;;"MaxxDiscount GmbH & Co. KG";19.00;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00524;AD00524;Fitness-Center;;"MaxxDiscount GmbH & Co. KG";19.00;2615;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00525;AD00525;"Flüssiggas Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;243;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00526;AD00526;Flaschnereien;;"MaxxDiscount GmbH & Co. KG";19.00;8506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00527;AD00527;"Flechtwaren und Korbwaren Einz";;"MaxxDiscount GmbH & Co. KG";19.00;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00528;AD00528;"Fleisch- und Wurstwaren Einzel";;"MaxxDiscount GmbH & Co. KG";19.00;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00529;AD00529;"Fleisch- und Wurstwaren Großha";;"MaxxDiscount GmbH & Co. KG";19.00;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00530;AD00530;"Fleisch- und Wurstwaren Herste";;"MaxxDiscount GmbH & Co. KG";19.00;2522;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00531;AD00531;"Fleischwaren Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;111;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00532;AD00532;"Fliesen Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00533;AD00533;"Fliesen und Kacheln Einzelhand";;"MaxxDiscount GmbH & Co. KG";19.00;528;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00534;AD00534;Fliesenleger;;"MaxxDiscount GmbH & Co. KG";19.00;1043;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00535;AD00535;"Fliesenleger und Plattenleger";;"MaxxDiscount GmbH & Co. KG";19.00;5147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00536;AD00536;Fluggesellschaften;;"MaxxDiscount GmbH & Co. KG";19.00;47;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00537;AD00537;Flugschulen;;"MaxxDiscount GmbH & Co. KG";19.00;69;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00538;AD00538;"Flugzeuge Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00539;AD00539;Forellenzüchtereien;;"MaxxDiscount GmbH & Co. KG";19.00;147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00540;AD00540;Formenbauer;;"MaxxDiscount GmbH & Co. KG";19.00;8644;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00541;AD00541;Formgestalter;;"MaxxDiscount GmbH & Co. KG";19.00;5338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00542;AD00542;Formularverlage;;"MaxxDiscount GmbH & Co. KG";19.00;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00543;AD00543;Forschungs-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00544;AD00544;"Forstämter und Forstverwaltung";;"MaxxDiscount GmbH & Co. KG";19.00;3126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00545;AD00545;Forstbaumschulen;;"MaxxDiscount GmbH & Co. KG";19.00;291;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00546;AD00546;"Forstinspektorate und Forstauf";;"MaxxDiscount GmbH & Co. KG";19.00;318;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00547;AD00547;Forstwirtschaft;;"MaxxDiscount GmbH & Co. KG";19.00;729;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00548;AD00548;"Fotoapparate Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00549;AD00549;"Fotoapparate und Fotobedarf Ei";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00550;AD00550;"Fotobedarf Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00551;AD00551;"Fotografen und Fotostudios";;"MaxxDiscount GmbH & Co. KG";19.00;1949;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00552;AD00552;"Fotokopier- und Vervielfältigu";;"MaxxDiscount GmbH & Co. KG";19.00;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00553;AD00553;Fotolabors;;"MaxxDiscount GmbH & Co. KG";19.00;301;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00554;AD00554;Frauen-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;3909;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00555;AD00555;Freibäder;;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00556;AD00556;"Freibäder und Hallenbäder";;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00557;AD00557;"Freie Tankstellen";;"MaxxDiscount GmbH & Co. KG";19.00;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00558;AD00558;"Freireligiöse Gemeinden";;"MaxxDiscount GmbH & Co. KG";19.00;886;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00559;AD00559;"Freiwillige Feuerwehren";;"MaxxDiscount GmbH & Co. KG";19.00;1154;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00560;AD00560;Freizeitanlagen;;"MaxxDiscount GmbH & Co. KG";19.00;2089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00561;AD00561;Freizeitsport-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00562;AD00562;Fremdenverkehrsämter;;"MaxxDiscount GmbH & Co. KG";19.00;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00563;AD00563;Fremdenverkehrs-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;198;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00564;AD00564;Friedhöfe;;"MaxxDiscount GmbH & Co. KG";19.00;134;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00565;AD00565;Friedhofsämter;;"MaxxDiscount GmbH & Co. KG";19.00;3126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00566;AD00566;Friedhofsgärtnereien;;"MaxxDiscount GmbH & Co. KG";19.00;244;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00567;AD00567;"Friseurbedarf Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00568;AD00568;Friseursalons;;"MaxxDiscount GmbH & Co. KG";19.00;9785;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00569;AD00569;"Fruchtsaft, Limonaden und Siru";;"MaxxDiscount GmbH & Co. KG";19.00;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00570;AD00570;Fußball-Vereine;;"MaxxDiscount GmbH & Co. KG";19.00;2157;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00571;AD00571;"Fußbodenbeläge Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00572;AD00572;Fußbodenleger;;"MaxxDiscount GmbH & Co. KG";19.00;294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00573;AD00573;Fußpflegesalons;;"MaxxDiscount GmbH & Co. KG";19.00;6587;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00574;AD00574;Fugerbetriebe;;"MaxxDiscount GmbH & Co. KG";19.00;692;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00575;AD00575;Fuhrunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;2627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00576;AD00576;"Funkgeräte Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;23348;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00577;AD00577;"Funkgeräte Vertrieb";;"MaxxDiscount GmbH & Co. KG";19.00;3199;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00578;AD00578;"Futtermittel Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;259;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00579;AD00579;"Futtermittel Hersteller";;"MaxxDiscount GmbH & Co. KG";19.00;610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00580;AD00580;Gärtnereien;;"MaxxDiscount GmbH & Co. KG";19.00;4675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00581;AD00581;"Gärtnereien und Baumschulen";;"MaxxDiscount GmbH & Co. KG";19.00;8883;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00582;AD00582;Gästehäuser;;"MaxxDiscount GmbH & Co. KG";19.00;1731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00583;AD00583;Güterbeförderungsgewerbe;;"MaxxDiscount GmbH & Co. KG";19.00;2627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00584;AD00584;Güterfernverkehr;;"MaxxDiscount GmbH & Co. KG";19.00;2627;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00585;AD00585;Gabelstaplerverleih;;"MaxxDiscount GmbH & Co. KG";19.00;226;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00586;AD00586;Galvanisierwerke;;"MaxxDiscount GmbH & Co. KG";19.00;319;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00587;AD00587;"Gardinen Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;1383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00588;AD00588;Gardinenreinigungsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;765;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00589;AD00589;Garnihotels;;"MaxxDiscount GmbH & Co. KG";19.00;96;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00590;AD00590;"Garten- und Landschaftsbau";;"MaxxDiscount GmbH & Co. KG";19.00;4675;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00591;AD00591;"Garten- und Landschaftsbauarch";;"MaxxDiscount GmbH & Co. KG";19.00;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00592;AD00592;Gartenarchitekten;;"MaxxDiscount GmbH & Co. KG";19.00;539;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00593;AD00593;Gartenbau;;"MaxxDiscount GmbH & Co. KG";19.00;6342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00594;AD00594;"Gartenbedarf Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00595;AD00595;Gartencenter;;"MaxxDiscount GmbH & Co. KG";19.00;2854;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00596;AD00596;"Gartengeräte Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00597;AD00597;"Gartengeräte und Landgeräte Ei";;"MaxxDiscount GmbH & Co. KG";19.00;987;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00598;AD00598;"Gartengeräte und Landgeräte Gr";;"MaxxDiscount GmbH & Co. KG";19.00;335;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00599;AD00599;Gartengestalter;;"MaxxDiscount GmbH & Co. KG";19.00;6342;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00600;AD00600;"Gartenmöbel Einzelhandel";;"MaxxDiscount GmbH & Co. KG";19.00;4089;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00601;AD00601;"Gas-, Wasserinstallateure und ";;"MaxxDiscount GmbH & Co. KG";19.00;8506;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00602;AD00602;Gasthöfe;;"MaxxDiscount GmbH & Co. KG";19.00;1731;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00603;AD00603;Gastroentereologen;;"MaxxDiscount GmbH & Co. KG";19.00;10779;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00604;AD00604;"Gaststättenbedarf Großhandel";;"MaxxDiscount GmbH & Co. KG";19.00;663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00605;AD00605;Gebäudereinigungsunternehmen;;"MaxxDiscount GmbH & Co. KG";19.00;1922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00606;AD00606;"Gebrauchtwagen Einzelhändler u";;"MaxxDiscount GmbH & Co. KG";19.00;3988;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AD00607;AD00607;"Gebrauchtwaren Einzelhandel un";;"MaxxDiscount GmbH & Co. KG";19.00;344;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
